bbl,address,on_dhcr_list,stab_units_by_year,stab_units_ever_nonzero,stab_units_latest_year,unit_count,year_built,building_class,is_condo_coop,abatement_type,abatement_end_year,stab_unit_trend,stabilization_confidence,stabilization_confidence_reason,hpd_violation_count_total,hpd_violation_count_open,hpd_violation_count_class_c,hpd_violation_count_open_class_c,building_safety_tier,building_safety_tier_reason
3002260026,82 HENRY STREET,0,,0,,0.0,1920.0,K1,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002260028,84 HENRY ST,1,,0,,6.0,1849.0,S5,0,,,"registered in historical mirror: 2012,2013",high,on current DHCR list,1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002260029,75 PINEAPPLE ST,1,,0,,20.0,1899.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,4.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002260030,73 PINEAPPLE ST,1,,0,,9.0,2009.0,C1,0,,,registered in historical mirror: 2013,high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002260031,71 PINEAPPLE ST,1,,0,,17.0,1931.0,C7,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,33.0,1.0,18.0,0.0,minimal,1 open HPD violation(s) (none class C)
3002260032,69 PINEAPPLE STREET,0,,0,,10.0,1920.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002260033,67 PINEAPPLE STREET,0,,0,,1.0,1835.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002260034,65 PINEAPPLE STREET,0,,0,,1.0,1835.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002260035,59 PINEAPPLE ST,1,,0,,66.0,1926.0,D4,1,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,5.0,1.0,1.0,0.0,minimal,1 open HPD violation(s) (none class C)
3002290001,15 CLARK STREET,0,,0,,31.0,1904.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002290006,129 COLUMBIA HEIGHTS,0,,0,,37.0,1907.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",4.0,4.0,0.0,0.0,some_issues,4 open HPD violations (none class C)
3002290017,10 PINEAPPLE STREET,0,,0,,1.0,1829.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002290020,12 PINEAPPLE STREET,0,,0,,1.0,1850.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002290021,80 WILLOW STREET,0,,0,,11.0,1849.0,C1,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002290023,82 WILLOW STREET,0,,0,,3.0,1826.0,C0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002290024,84 WILLOW STREET,0,,0,,3.0,1822.0,C0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",5.0,4.0,0.0,0.0,some_issues,4 open HPD violations (none class C)
3002290025,86 WILLOW STREET,0,,0,,0.0,1920.0,O2,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002297501,119 COLUMBIA HEIGHTS,0,,0,,0.0,1969.0,RH,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",8.0,2.0,0.0,0.0,minimal,2 open HPD violation(s) (none class C)
3002300001,79 WILLOW STREET,0,,0,,0.0,1928.0,H8,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002300011,104 HICKS ST,1,,0,,14.0,1840.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002300012,106 HICKS ST,1,,0,,9.0,1899.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002300013,108 HICKS STREET,0,,0,,2.0,1899.0,B9,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002300014,110 HICKS STREET,0,,0,,4.0,1899.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002300015,112 HICKS STREET,0,,0,,3.0,1899.0,C0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002300017,35 CLARK ST,1,,0,,34.0,1922.0,D4,1,,,registered in historical mirror: 2012,high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002307501,114 HICKS STREET,0,,0,,2.0,1899.0,R6,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002310001,92 TO 106 HENRY ST,1,,0,,0.0,1888.0,H8,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002310017,41 CLARK STREET,0,,0,,27.0,1899.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",5.0,5.0,0.0,0.0,some_issues,5 open HPD violations (none class C)
3002310019,111 HICKS ST,1,,0,,275.0,1929.0,D4,1,,,"registered in historical mirror: 2009,2013",high,on current DHCR list,2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002310030,60 PINEAPPLE STREET,0,,0,,74.0,1888.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002320001,79 CLARK STREET,0,,0,,301.0,1971.0,D4,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",6.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340001,25 PIERREPONT ST,1,,0,,9.0,1856.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,5.0,3.0,0.0,0.0,some_issues,3 open HPD violations (none class C)
3002340002,23 PIERREPONT STREET,0,,0,,1.0,1856.0,A9,0,,,registered in historical mirror: 2009,unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340003,21 PIERREPONT STREET,0,,0,,1.0,1856.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340005,15 PIERREPONT ST,1,,0,,5.0,1856.0,S5,0,,,registered in historical mirror: 2011,high,on current DHCR list,2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340007,9 PIERREPONT STREET,0,,0,,2.0,1856.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340008,1 PIERREPONT STREET,0,,0,,26.0,1924.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340015,187 COLUMBIA HTS,1,,0,,8.0,1879.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340016,185 COLUMBIA HEIGHTS,0,,0,,10.0,1879.0,C1,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",1.0,1.0,0.0,0.0,minimal,1 open HPD violation(s) (none class C)
3002340018,181 COLUMBIA HEIGHTS,0,,0,,1.0,1899.0,A9,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340019,177 COLUMBIA HEIGHTS,0,,0,,29.0,1879.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",2.0,2.0,0.0,0.0,minimal,2 open HPD violation(s) (none class C)
3002340022,175 COLUMBIA HEIGHTS,0,,0,,10.0,1849.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340023,173 COLUMBIA HTS,1,,0,,10.0,1849.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340024,,0,,0,,,,,0,,,"registered in historical mirror: 2011,2013",unknown,"no DHCR/abatement/nycdb signal, and PLUTO year-built/unit-count data unavailable to apply the fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340028,165 COLUMBIA HEIGHTS,0,,0,,1.0,1899.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340029,161 COLUMBIA HEIGHTS,0,,0,,10.0,1844.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",3.0,1.0,0.0,0.0,minimal,1 open HPD violation(s) (none class C)
3002340030,157 COLUMBIA HEIGHTS,0,,0,,1.0,1844.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340031,155 COLUMBIA HEIGHTS,0,,0,,2.0,1844.0,B1,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340032,153 COLUMBIA HEIGHTS,0,,0,,3.0,1844.0,C0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340033,151 COLUMBIA HTS,1,,0,,7.0,1846.0,C1,0,,,"registered in historical mirror: 2009,2011",high,on current DHCR list,8.0,8.0,0.0,0.0,some_issues,8 open HPD violations (none class C)
3002340034,149 COLUMBIA HEIGHTS,0,,0,,2.0,1846.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340035,147 COLUMBIA HTS,1,,0,,12.0,1842.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340036,145 COLUMBIA HEIGHTS,0,,0,,2.0,1842.0,B1,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340037,141 COLUMBIA HTS,1,,0,,18.0,1929.0,D1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340039,8 CLARK STREET,0,,0,,42.0,1931.0,D1,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340043,12 TO 14 CLARK ST,1,,0,,13.0,1922.0,D1,0,,,"registered in historical mirror: 2009,2012,2013",high,on current DHCR list,14.0,0.0,1.0,0.0,clean_record,0 open HPD violations on record
3002340045,102 WILLOW STREET,0,,0,,2.0,1879.0,S2,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340046,104 WILLOW STREET,0,,0,,2.0,1829.0,B1,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340047,106 WILLOW STREET,0,,0,,5.0,1879.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340048,108 WILLOW STREET,0,,0,,2.0,1883.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340049,110 WILLOW STREET,0,,0,,4.0,1883.0,C3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340050,112 WILLOW ST,1,,0,,15.0,1883.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340052,114 WILLOW STREET,0,,0,,4.0,1879.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340054,118 WILLOW STREET,0,,0,,2.0,1850.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340055,120 WILLOW STREET,0,,0,,2.0,1850.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340056,122 WILLOW STREET,0,,0,,1.0,1850.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340057,124 WILLOW STREET,0,,0,,1.0,1831.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340058,126 WILLOW STREET,0,,0,,5.0,1832.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340059,128 WILLOW STREET,0,,0,,33.0,1925.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",23.0,5.0,9.0,4.0,concerning,4 open immediately-hazardous (class C) HPD violation(s)
3002340063,136 WILLOW STREET,0,,0,,5.0,1840.0,C2,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002340064,138 WILLOW STREET,0,,0,,2.0,1840.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340065,140 WILLOW ST,1,,0,,8.0,1840.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340066,142 WILLOW STREET,0,,0,,1.0,1840.0,A4,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340067,144 WILLOW STREET,0,,0,,8.0,1851.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340068,146 WILLOW STREET,0,,0,,1.0,1899.0,A4,0,,,"registered in historical mirror: 2009,2012,2013",unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340069,148 WILLOW STREET,0,,0,,10.0,1855.0,C1,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002340070,150 WILLOW STREET,0,,0,,4.0,1855.0,C3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",6.0,2.0,1.0,0.0,minimal,2 open HPD violation(s) (none class C)
3002340075,152 WILLOW STREET,0,,0,,1.0,1900.0,A9,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002347501,19 PIERREPONT STREET,0,,0,,5.0,1854.0,R1,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",4.0,4.0,0.0,0.0,some_issues,4 open HPD violations (none class C)
3002347502,183 COLUMBIA HEIGHTS,0,,0,,7.0,1933.0,R1,1,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002347503,167 TO 171 COLUMBIA HTS,1,,0,,32.0,1903.0,R4,1,,,not found in any historical mirror year (2009/2011/2012/2013),high,on current DHCR list,,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350001,43 PIERREPONT STREET,0,,0,,3.0,1879.0,C0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",5.0,2.0,0.0,0.0,minimal,2 open HPD violation(s) (none class C)
3002350002,41 PIERREPONT STREET,0,,0,,6.0,1899.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",1.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002350004,35 PIERREPONT STREET,0,,0,,33.0,1929.0,D4,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350007,31 PIERREPONT STREET,0,,0,,8.0,1836.0,C6,0,,,not found in any historical mirror year (2009/2011/2012/2013),low,"heuristic only: built before 1974, 6+ units, not a co-op/condo, but no DHCR registration, abatement, or nycdb unit-count record found",4.0,3.0,0.0,0.0,some_issues,3 open HPD violations (none class C)
3002350008,27 PIERREPONT ST,1,,0,,9.0,1834.0,C1,0,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,2.0,0.0,0.0,0.0,clean_record,0 open HPD violations on record
3002350010,159 WILLOW STREET,0,,0,,1.0,1826.0,A5,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350011,157 WILLOW STREET,0,,0,,2.0,1826.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350012,155 WILLOW STREET,0,,0,,1.0,1826.0,A5,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350013,153 WILLOW STREET,0,,0,,0.0,0.0,Z0,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350014,151 WILLOW STREET,0,,0,,2.0,1899.0,B3,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350015,149 WILLOW ST,1,,0,,20.0,1889.0,D4,1,,,"registered in historical mirror: 2009,2011,2012,2013",high,on current DHCR list,2.0,1.0,0.0,0.0,minimal,1 open HPD violation(s) (none class C)
3002350017,147 WILLOW STREET,0,,0,,1.0,1879.0,A9,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
3002350018,145 WILLOW STREET,0,,0,,1.0,1879.0,A9,0,,,not found in any historical mirror year (2009/2011/2012/2013),unknown,"no DHCR registration, abatement, or nycdb unit-count signal, and doesn't meet the pre-1974/6+ unit/non-condo fallback heuristic",,,,,unknown,no HPD violation data loaded for this BBL (not the same as a clean record -- see docstring)
