bbl,zip,bldg_no,street_name,street_suffix,boro,block,lot,multiple_dwelling_class,is_condo_coop,abatement_type,raw_flags,second_frontage
3001467501,11201,436,ALBEE,SQ,3,146,7501,A,0,,,
3002910045,11201,131,AMITY,ST,3,291,45,A,0,,,
3002960019,11201,138,AMITY,ST,3,296,19,A,0,,,
3002910040,11201,141,AMITY,ST,3,291,40,A,0,,,
3002910038,11201,145,AMITY,ST,3,291,38,A,0,,,
3002910037,11201,147,AMITY,ST,3,291,37,A,0,,,
3002910034,11201,153,AMITY,ST,3,291,34,B,0,,ROOMING HOUSE,
3002910033,11201,155,AMITY,ST,3,291,33,A,0,,,
3002970015,11201,174,AMITY,ST,3,297,15,A,0,,,
3002970016,11201,176,AMITY,ST,3,297,16,A,0,,,
3002920049,11201,177,AMITY,ST,3,292,49,A,1,,NON-EVICT COOP/CONDO,
3002920047,11201,181,AMITY,ST,3,292,47,A,0,,,
3002970019,11201,184,AMITY,ST,3,297,19,A,0,,,
3020610040,11201,122,ASHLAND,PL,3,2061,40,A,1,,NON-EVICT COOP/CONDO,
3002740016,11201,85,ATLANTIC,AVE,3,274,16,A,0,,,
3002840013,11201,88,ATLANTIC,AVE,3,284,13,A,0,,,
3002840015,11201,90,ATLANTIC,AVE,3,284,15,A,0,,,
3002740013,11201,93,ATLANTIC,AVE,3,274,13,A,0,,,
3002740011,11201,99,ATLANTIC,AVE,3,274,11,A,0,,,
3002850010,11201,120 TO 122,ATLANTIC,AVE,3,285,10,A,0,,,
3002850023,11201,148,ATLANTIC,AVE,3,285,23,A,0,,,
3002860008,11201,164 TO 168,ATLANTIC,AVE,3,286,8,A,0,J-51,J-51,
3002867505,11201,182 TO 200,ATLANTIC,AVE,3,286,7505,A,0,421-A (1-15),421-A (1-15),
3002760007,11201,189 TO 191,ATLANTIC,AVE,3,276,7,A,0,,,
3002780026,11201,224,ATLANTIC,AVE,3,278,26,A,0,,,
3001810022,11201,284,ATLANTIC,AVE,3,181,22,A,0,,,
3001810024,11201,288,ATLANTIC,AVE,3,181,24,A,0,,,
3001820006,11201,302,ATLANTIC,AVE,3,182,6,A,0,,,
3001820007,11201,304 TO 306,ATLANTIC,AVE,3,182,7,A,0,,,
3001760049,11201,307,ATLANTIC,AVE,3,176,49,A,0,421-A (1-15),421-A (1-15),
3001760041,11201,325 TO 327,ATLANTIC,AVE,3,176,41,A,0,,,
3003090013,11201,96,BALTIC,ST,3,309,13,A,0,,,
3003090014,11201,98,BALTIC,ST,3,309,14,A,0,,,
3003090019,11201,108,BALTIC,ST,3,309,19,A,0,,,
3003090020,11201,110,BALTIC,ST,3,309,20,A,0,,,
3003057501,11201,129 TO 135,BALTIC,ST,3,305,7501,A,1,,NON-EVICT COOP/CONDO,
3003107502,11201,134 TO 138,BALTIC,ST,3,310,7502,A,1,,NON-EVICT COOP/CONDO,
3003050034,11201,151,BALTIC,ST,3,305,34,A,0,,,
3003060029,11201,203,BALTIC,ST,3,306,29,A,0,,,
3003960053,11201,311,BALTIC,ST,3,396,53,A,0,,,
3003960051,11201,319,BALTIC,ST,3,396,51,A,0,,,
3004030023,11201,362,BALTIC,ST,3,403,23,A,0,,,
3004030026,11201,366,BALTIC,ST,3,403,26,B,0,,GARDEN COMPLEX,
3004030028,11201,368,BALTIC,ST,3,403,28,B,0,,,
3004030029,11201,370,BALTIC,ST,3,403,29,A,0,,,
3003977505,11201,375,BALTIC,ST,3,397,7505,A,0,,GARDEN COMPLEX,
3003977504,11201,377,BALTIC,ST,3,397,7504,A,0,,GARDEN COMPLEX,
3001930035,11201,57 TO 59,BERGEN,ST,3,193,35,A,0,,,
3001930031,11201,65 TO 67,BERGEN,ST,3,193,31,A,0,,,
3001940061,11201,95,BERGEN,ST,3,194,61,A,0,,,
3001940060,11201,97,BERGEN,ST,3,194,60,A,0,,,
3001940058,11201,101,BERGEN,ST,3,194,58,A,0,,,
3001940056,11201,105,BERGEN,ST,3,194,56,A,0,,,
3003850029,11201,122,BERGEN,ST,3,385,29,A,0,,,
3001530003,11201,1 TO 17,BOERUM,PL,3,153,3,A,0,421-A (16),421-A (16),342 FULTON ST
3001870005,11201,105,BOERUM,PL,3,187,5,B,0,,,
3001870004,11201,107,BOERUM,PL,3,187,4,B,0,,,
3001667502,11201,33,BOND,ST,3,166,7502,A,0,421-A (1-15),421-A (1-15),
3001527501,11201,388,BRIDGE,ST,3,152,7501,A,0,,,
3002450025,11201,15,BRIDGE PARK,DR,3,245,25,A,0,,PILOT,
3001197501,11201,22,CHAPEL,ST,3,119,7501,A,0,421-A (16),421-A (16),
3002340043,11201,12 TO 14,CLARK,ST,3,234,43,A,0,,,
3002350042,11201,32 TO 40,CLARK,ST,3,235,42,A,0,,,
3002300017,11201,35,CLARK,ST,3,230,17,A,1,,EVICT COOP/CONDO,116122 HICKS ST
3002360101,11201,50,CLARK,ST,3,236,101,A,0,,,
3002360103,11201,52 TO 58,CLARK,ST,3,236,103,A,0,,GARDEN COMPLEX,
3002360107,11201,60,CLARK,ST,3,236,107,A,0,,,
3002360108,11201,62,CLARK,ST,3,236,108,A,0,,,
3002360109,11201,64,CLARK,ST,3,236,109,A,0,,,
3002360110,11201,66,CLARK,ST,3,236,110,A,0,,,
3002360112,11201,70,CLARK,ST,3,236,112,A,1,,NON-EVICT COOP/CONDO,
3002380065,11201,40,CLINTON,ST,3,238,65,A,1,,NON-EVICT COOP/CONDO,
3002507501,11201,67 TO 85,CLINTON,ST,3,250,7501,A,0,J-51,J-51,
3002670027,11201,146 TO 148,CLINTON,ST,3,267,27,A,0,,GARDEN COMPLEX,1624 AITKEN PL
3002670028,11201,150,CLINTON,ST,3,267,28,A,0,,GARDEN COMPLEX,
3002670031,11201,156,CLINTON,ST,3,267,31,B,0,,,
3002760023,11201,169,CLINTON,ST,3,276,23,A,0,,,
3002670038,11201,170,CLINTON,ST,3,267,38,A,0,,,
3002670039,11201,172,CLINTON,ST,3,267,39,A,0,,,
3002760021,11201,173,CLINTON,ST,3,276,21,A,0,,,
3002750001,11201,186 TO 202,CLINTON,ST,3,275,1,A,0,,,
3002920007,11201,203,CLINTON,ST,3,292,7,A,0,,,
3002920002,11201,211,CLINTON,ST,3,292,2,A,0,,,
3002850029,11201,212,CLINTON,ST,3,285,29,A,0,,,
3002970003,11201,231,CLINTON,ST,3,297,3,A,0,,,
3003070006,11201,265,CLINTON,ST,3,307,6,A,0,,,
3003060024,11201,286,CLINTON,ST,3,306,24,A,0,,,
3003060025,11201,288,CLINTON,ST,3,306,25,A,0,,,
3003060026,11201,290,CLINTON,ST,3,306,26,A,0,,,
3003110027,11201,302,CLINTON,ST,3,311,27,A,0,,,
3002580017,11201,8 TO 12,COLUMBIA,PL,3,258,17,A,0,,,
3002590019,11201,19,COLUMBIA,PL,3,259,19,A,0,,,
3002580046,11201,38,COLUMBIA,PL,3,258,46,A,0,,,
3002580047,11201,40,COLUMBIA,PL,3,258,47,A,0,,,
3002580048,11201,42,COLUMBIA,PL,3,258,48,A,0,,,
3002590008,11201,43,COLUMBIA,PL,3,259,8,A,0,J-51,GARDEN COMPLEX J-51,
3003090001,11201,115,COLUMBIA,ST,3,309,1,A,0,,GARDEN COMPLEX,
3002340037,11201,141,COLUMBIA HTS,,3,234,37,A,0,,,
3002080216,11201,146,COLUMBIA HTS,,3,208,216,A,1,,NON-EVICT COOP/CONDO,
3002340035,11201,147,COLUMBIA HTS,,3,234,35,A,0,,,
3002080203,11201,150,COLUMBIA HTS,,3,208,203,A,0,,,
3002340033,11201,151,COLUMBIA HTS,,3,234,33,A,0,,,
3002347503,11201,167 TO 171,COLUMBIA HTS,,3,234,7503,B,1,,COOP/CONDO PLAN FILE,
3002340023,11201,173,COLUMBIA HTS,,3,234,23,A,0,,,
3002340015,11201,187,COLUMBIA HTS,,3,234,15,A,0,,,
3002080312,11201,200,COLUMBIA HTS,,3,208,312,A,0,,,
3002080308,11201,210,COLUMBIA HTS,,3,208,308,A,0,,,
3001070048,11201,127 TO 131,CONCORD,ST,3,107,48,A,0,421-A (16),GARDEN COMPLEX 421-A (16),
3001070047,11201,133,CONCORD,ST,3,107,47,A,0,,,
3002950040,11201,109,CONGRESS,ST,3,295,40,A,0,,,
3002960037,11201,167,CONGRESS,ST,3,296,37,A,0,,,
3002960033,11201,175,CONGRESS,ST,3,296,33,A,0,,,
3002960032,11201,177,CONGRESS,ST,3,296,32,A,0,,,
3002960029,11201,183,CONGRESS,ST,3,296,29,A,0,,,
3003020009,11201,198 TO 228,CONGRESS,ST,3,302,9,A,1,,NON-EVICT COOP/CONDO,
3002970033,11201,223,CONGRESS,ST,3,297,33,A,0,,,
3002657502,11201,54 TO 56,COURT,ST,3,265,7502,A,1,,COOP/CONDO PLAN FILE,
3002710018,11201,119,COURT,ST,3,271,18,A,0,421-A (1-15),421-A (1-15),183 STATE ST
3002777501,11201,125,COURT,ST,3,277,7501,A,0,421-A (1-15),421-A (1-15),211235 ATLANTIC AVE
3002780015,11201,145 TO 147,COURT,ST,3,278,15,A,0,,,
3002790021,11201,155,COURT,ST,3,279,21,A,0,,,
3002920032,11201,156,COURT,ST,3,292,32,A,0,,,
3002790020,11201,157,COURT,ST,3,279,20,A,0,,,
3002800022,11201,171,COURT,ST,3,280,22,A,0,,,
3003840007,11201,191,COURT,ST,3,384,7,A,0,,,
3003020037,11201,194,COURT,ST,3,302,37,A,0,,,
3003020039,11201,196,COURT,ST,3,302,39,A,0,,,
3003020040,11201,198,COURT,ST,3,302,40,A,0,,,
3003020041,11201,200,COURT,ST,3,302,41,A,0,,,
3003900005,11201,213,COURT,ST,3,390,5,A,0,,,
3003960002,11201,239,COURT,ST,3,396,2,B,0,,,
3003120032,11201,240,COURT,ST,3,312,32,A,0,,,
3002140023,11201,15,CRANBERRY,ST,3,214,23,A,1,,COOP/CONDO PLAN FILE,
3002210017,11201,66,CRANBERRY,ST,3,221,17,A,0,,,
3002210020,11201,80,CRANBERRY,ST,3,221,20,A,0,,,
3002800023,11201,2 TO 4,DEAN,ST,3,280,23,A,0,,,
3002800027,11201,16,DEAN,ST,3,280,27,A,0,,,
3001940033,11201,128,DEAN,ST,3,194,33,A,0,,,
3001497501,11201,7,DEKALB,AVE,3,149,7501,A,0,,,
3001497503,11201,9 TO 31,DEKALB,AVE,3,149,7503,A,0,421-A (16),421-A (16),4785 FLEET ST
3020940010,11201,74 TO 82,DEKALB,AVE,3,2094,10,A,0,421-A (1-15),421-A (1-15),
3001080019,11201,14,DUFFIELD,ST,3,108,19,A,0,421-A (16),GARDEN COMPLEX 421-A (16),
3001210015,11201,43,DUFFIELD,ST,3,121,15,A,0,,GARDEN COMPLEX,
3001210012,11201,49,DUFFIELD,ST,3,121,12,A,0,421-A (1-15),GARDEN COMPLEX 421-A (1-15),
3001460007,11201,237 TO 243,DUFFIELD,ST,3,146,7,A,0,,,
3001207503,11201,81 TO 95,FLATBUSH AVENUE EXT,,3,120,7503,A,0,,,
3020610110,11201,81,FLEET,PL,3,2061,110,A,0,421-A (1-15),ROOMING HOUSE 421-A (1-15),
3020617501,11201,86,FLEET,PL,3,2061,7501,A,0,421-A (1-15),421-A (1-15),
3000530009,11201,126,FRONT,ST,3,53,9,A,0,,,
3000410042,11201,177 TO 183,FRONT,ST,3,41,42,A,0,421-A (1-15),421-A (1-15),
3000410017,11201,195 TO 215,FRONT,ST,3,41,17,A,0,J-51,J-51,206220 WATER ST
3001617502,11201,540,FULTON,ST,3,161,7502,A,0,421-A (16),421-A (16),
3002610030,11201,8,GARDEN,PL,3,261,30,A,0,,,
3002620008,11201,49,GARDEN,PL,3,262,8,A,0,,,
3000420024,11201,68 TO 86,GOLD,ST,3,42,24,A,0,421-A (16),421-A (16),276 WATER ST
3000560003,11201,89 TO 107,GOLD,ST,3,56,3,A,0,,,
3000560002,11201,109,GOLD,ST,3,56,2,A,0,,,
3001220013,11201,235 TO 263,GOLD,ST,3,122,13,A,0,421-A (1-15),421-A (1-15),
3001210003,11201,248 TO 268,GOLD,ST,3,121,3,A,0,421-A (16),421-A (16),155 TILLARY ST
3001220005,11201,277,GOLD,ST,3,122,5,A,0,421-A (1-15),421-A (1-15),
3001340001,11201,309,GOLD,ST,3,134,1,A,0,421-A (1-15),421-A (1-15),
3020490002,11201,329 TO 345,GOLD,ST,3,2049,2,A,0,421-A (1-15),421-A (1-15),
3002520008,11201,2 TO 30,GRACE,CT,3,252,8,A,0,,,
3002510055,11201,19 TO 21,GRACE,CT,3,251,55,A,0,,,
3002160031,11201,46,HENRY,ST,3,216,31,B,0,,,
3002210027,11201,62,HENRY,ST,3,221,27,B,0,,,
3002260028,11201,84,HENRY,ST,3,226,28,A,0,,,
3002310001,11201,92 TO 106,HENRY,ST,3,231,1,B,0,,,51 CLARK ST
3002360116,11201,114 TO 116,HENRY,ST,3,236,116,A,0,,,
3002370037,11201,115,HENRY,ST,3,237,37,A,0,,GARDEN COMPLEX,
3002370036,11201,117,HENRY,ST,3,237,36,A,0,,,
3002370034,11201,121,HENRY,ST,3,237,34,A,0,,,
3002370029,11201,133,HENRY,ST,3,237,29,A,0,,,
3002360129,11201,140,HENRY,ST,3,236,129,A,0,,,
3002360130,11201,142,HENRY,ST,3,236,130,A,0,,,
3002360131,11201,144,HENRY,ST,3,236,131,A,0,,,
3002370020,11201,145,HENRY,ST,3,237,20,A,0,,,
3002360135,11201,152,HENRY,ST,3,236,135,A,0,,ROOMING HOUSE,
3002620038,11201,248,HENRY,ST,3,262,38,A,0,,,
3002620040,11201,252,HENRY,ST,3,262,40,A,0,,,
3002620042,11201,256,HENRY,ST,3,262,42,A,0,,,
3002620048,11201,268,HENRY,ST,3,262,48,A,0,,,
3002620050,11201,272,HENRY,ST,3,262,50,B,0,,,
3002630019,11201,277,HENRY,ST,3,263,19,A,0,,,
3002630018,11201,279,HENRY,ST,3,263,18,A,0,,GARDEN COMPLEX,
3002740042,11201,296,HENRY,ST,3,274,42,A,0,,,
3002840025,11201,316,HENRY,ST,3,284,25,A,0,,,
3002850004,11201,327,HENRY,ST,3,285,4,A,0,,,
3002100016,11201,42,HICKS,ST,3,210,16,A,0,,,
3002160009,11201,43,HICKS,ST,3,216,9,A,0,,,
3002100017,11201,44,HICKS,ST,3,210,17,A,0,,,
3002160006,11201,47,HICKS,ST,3,216,6,A,0,,,
3002260007,11201,85,HICKS,ST,3,226,7,A,0,,,
3002260004,11201,89,HICKS,ST,3,226,4,A,0,,GARDEN COMPLEX,
3002260003,11201,93,HICKS,ST,3,226,3,A,0,,,
3002300011,11201,104,HICKS,ST,3,230,11,A,0,,,
3002300012,11201,106,HICKS,ST,3,230,12,A,0,,,
3002310019,11201,111,HICKS,ST,3,231,19,A,1,,NON-EVICT COOP/CONDO,
3002350046,11201,136,HICKS,ST,3,235,46,A,0,,,
3002350056,11201,150,HICKS,ST,3,235,56,A,0,,,
3002350061,11201,158,HICKS,ST,3,235,61,A,0,,,
3002360083,11201,165,HICKS,ST,3,236,83,A,0,,,
3002360082,11201,167,HICKS,ST,3,236,82,A,0,,,
3002350066,11201,168,HICKS,ST,3,235,66,A,0,,,
3002420018,11201,195,HICKS,ST,3,242,18,A,0,,,
3002427501,11201,205,HICKS,ST,3,242,7501,A,1,,NON-EVICT COOP/CONDO,
3002470001,11201,222,HICKS,ST,3,247,1,A,0,,GARDEN COMPLEX,
3002610001,11201,315,HICKS,ST,3,261,1,A,0,,GARDEN COMPLEX,
3002740025,11201,317,HICKS,ST,3,274,25,A,0,,GARDEN COMPLEX,
3003047501,11201,414,HICKS,ST,3,304,7501,A,0,,SECTION 610 OF PHFL,
3003090022,11201,428,HICKS,ST,3,309,22,A,0,421-A (16),421-A (16),
3001657504,11201,35 TO 51,HOYT,ST,3,165,7504,A,0,421-A (16),421-A (16),210 LIVINGSTON ST
3000410007,11201,57,JAY,ST,3,41,7,A,0,,,178 WATER ST
3001470002,11201,365,JAY,ST,3,147,2,A,0,,GARDEN COMPLEX ARTICLES 14 & 15,
3002520047,11201,57,JORALEMON,ST,3,252,47,A,0,,,
3002610023,11201,80,JORALEMON,ST,3,261,23,A,0,,,
3002530014,11201,87,JORALEMON,ST,3,253,14,A,0,,,
3002530007,11201,99,JORALEMON,ST,3,253,7,A,0,,,
3002530006,11201,103,JORALEMON,ST,3,253,6,A,0,,,
3002530003,11201,109,JORALEMON,ST,3,253,3,A,0,,,
3002540015,11201,129,JORALEMON,ST,3,254,15,A,0,,,
3002540013,11201,131,JORALEMON,ST,3,254,13,A,0,,,
3002640013,11201,138,JORALEMON,ST,3,264,13,A,0,,,
3002540010,11201,139,JORALEMON,ST,3,254,10,A,0,,,
3002540006,11201,141,JORALEMON,ST,3,254,6,A,0,,,
3001480001,11201,107 TO 117,LAWRENCE,ST,3,148,1,A,0,421-A (1-15),421-A (1-15),
3001510034,11201,144,LAWRENCE,ST,3,151,34,A,0,,,
3001510035,11201,146 TO 148,LAWRENCE,ST,3,151,35,A,0,,,
3002680029,11201,34,LIVINGSTON,ST,3,268,29,A,0,,,
3002680036,11201,48,LIVINGSTON,ST,3,268,36,A,0,,,
3002680039,11201,54,LIVINGSTON,ST,3,268,39,A,0,,,
3002650006,11201,59,LIVINGSTON,ST,3,265,6,A,0,,,
3002680043,11201,64,LIVINGSTON,ST,3,268,43,A,0,,,
3002680044,11201,66,LIVINGSTON,ST,3,268,44,A,0,,,
3002660012,11201,85,LIVINGSTON,ST,3,266,12,A,1,,NON-EVICT COOP/CONDO,
3002690033,11201,86 TO 88,LIVINGSTON,ST,3,269,33,A,0,,,
3001640034,11201,204,LIVINGSTON,ST,3,164,34,A,0,,,
3001657501,11201,234 TO 238,LIVINGSTON,ST,3,165,7501,A,0,421-A (1-15),421-A (1-15),225 SCHERMERHORN ST
3002150008,11201,32,MIDDAGH,ST,3,215,8,A,0,,,
3002160019,11201,68,MIDDAGH,ST,3,216,19,A,0,,,
3002370051,11201,17,MONROE,PL,3,237,51,A,0,,,
3002380029,11201,20,MONROE,PL,3,238,29,A,0,,,
3002370054,11201,23 TO 25,MONROE,PL,3,237,54,A,0,,,
3002370058,11201,29,MONROE,PL,3,237,58,A,0,,,
3002380024,11201,30,MONROE,PL,3,238,24,A,0,,,
3002370060,11201,33,MONROE,PL,3,237,60,A,0,,,
3002380021,11201,34,MONROE,PL,3,238,21,A,0,,,
3002380020,11201,36,MONROE,PL,3,238,20,A,0,,,
3002080506,11201,6,MONTAGUE,TER,3,208,506,A,0,,,
3002470019,11201,7,MONTAGUE,TER,3,247,19,A,0,,,
3002470018,11201,9,MONTAGUE,TER,3,247,18,A,0,,,
3002410011,11201,63,MONTAGUE,ST,3,241,11,A,0,,,
3002410008,11201,65 TO 69,MONTAGUE,ST,3,241,8,A,0,,,
3002470027,11201,66,MONTAGUE,ST,3,247,27,A,1,,NON-EVICT COOP/CONDO,
3002470028,11201,68 TO 74,MONTAGUE,ST,3,247,28,A,0,,GARDEN COMPLEX,
3002420011,11201,107,MONTAGUE,ST,3,242,11,A,0,,,
3002480029,11201,110,MONTAGUE,ST,3,248,29,A,0,,,
3002420008,11201,111 TO 113,MONTAGUE,ST,3,242,8,A,0,,,
3002420006,11201,115 TO 117,MONTAGUE,ST,3,242,6,A,0,,,
3002480033,11201,118,MONTAGUE,ST,3,248,33,A,0,,,
3002420005,11201,119,MONTAGUE,ST,3,242,5,A,0,,,
3002480034,11201,120,MONTAGUE,ST,3,248,34,A,0,,,
3002490025,11201,128,MONTAGUE,ST,3,249,25,A,0,,,
3002490026,11201,130,MONTAGUE,ST,3,249,26,A,0,,,
3002430019,11201,137,MONTAGUE,ST,3,243,19,B,0,,,
3002430018,11201,139,MONTAGUE,ST,3,243,18,B,0,,,
3002430017,11201,141,MONTAGUE,ST,3,243,17,A,0,,,
3002430016,11201,143,MONTAGUE,ST,3,243,16,A,0,,,
3002490034,11201,146,MONTAGUE,ST,3,249,34,A,0,,,
3002430013,11201,147 TO 149,MONTAGUE,ST,3,243,13,A,0,,,
3002490038,11201,154,MONTAGUE,ST,3,249,38,A,0,J-51,J-51,
3002500039,11201,192 TO 200,MONTAGUE,ST,3,250,39,A,0,421-A (16),421-A (16),
3020617502,11201,180 TO 202,MYRTLE,AVE,3,2061,7502,A,0,421-A (1-15),421-A (1-15),
3020610101,11201,202 TO 218,MYRTLE,AVE,3,2061,101,A,0,421-A (1-15),421-A (1-15),
3001077501,11201,116 TO 132,NASSAU,ST,3,107,7501,A,0,421-A (1-15),421-A (1-15),111 CONCORD ST
3001080012,11201,172 TO 180,NASSAU,ST,3,108,12,A,0,421-A (1-15),421-A (1-15),
3000350012,11201,1 TO 5,OLD FULTON,ST,3,35,12,A,0,,ROOMING HOUSE,
3002200016,11201,35,ORANGE,ST,3,220,16,A,0,,,
3002790031,11201,222,PACIFIC,ST,3,279,31,A,0,,,
3002790032,11201,224,PACIFIC,ST,3,279,32,A,0,,,
3001870009,11201,246,PACIFIC,ST,3,187,9,A,0,,,
3001870012,11201,250,PACIFIC,ST,3,187,12,A,0,,,
3001810039,11201,251,PACIFIC,ST,3,181,39,A,1,,COOP/CONDO PLAN FILE,
3001810037,11201,255,PACIFIC,ST,3,181,37,A,0,,,
3001870014,11201,256,PACIFIC,ST,3,187,14,A,0,,,
3001870016,11201,260,PACIFIC,ST,3,187,16,A,0,,,
3001810031,11201,267,PACIFIC,ST,3,181,31,A,0,,,
3001820039,11201,317,PACIFIC,ST,3,182,39,A,0,,,
3002410020,11201,2,PIERREPONT,ST,3,241,20,A,0,,,
3002410022,11201,6,PIERREPONT,ST,3,241,22,A,0,,,
3002410025,11201,14,PIERREPONT,ST,3,241,25,A,0,,,
3002340005,11201,15,PIERREPONT,ST,3,234,5,A,0,,,
3002410028,11201,20,PIERREPONT,ST,3,241,28,A,1,,COOP/CONDO PLAN FILE,
3002340001,11201,25,PIERREPONT,ST,3,234,1,A,0,,,
3002350008,11201,27,PIERREPONT,ST,3,235,8,A,0,,,
3002410034,11201,32,PIERREPONT,ST,3,241,34,A,0,,,
3002420031,11201,70,PIERREPONT,ST,3,242,31,A,0,,,
3002360007,11201,75,PIERREPONT,ST,3,236,7,A,0,J-51,J-51,
3002420037,11201,82 TO 84,PIERREPONT,ST,3,242,37,A,0,,,
3002430027,11201,86,PIERREPONT,ST,3,243,27,A,0,,,
3002430029,11201,90,PIERREPONT,ST,3,243,29,A,0,,,
3002430032,11201,98,PIERREPONT,ST,3,243,32,A,0,,,
3002430043,11201,120,PIERREPONT,ST,3,243,43,A,0,,,
3002440026,11201,146 TO 150,PIERREPONT,ST,3,244,26,A,0,421-A (1-15),421-A (1-15),
3002260001,11201,43 TO 53,PINEAPPLE,ST,3,226,1,A,0,,,
3002260035,11201,59,PINEAPPLE,ST,3,226,35,A,1,,NON-EVICT COOP/CONDO,
3002260031,11201,71,PINEAPPLE,ST,3,226,31,A,0,,,
3002260030,11201,73,PINEAPPLE,ST,3,226,30,A,0,,,
3002260029,11201,75,PINEAPPLE,ST,3,226,29,A,0,,,
3001547501,11201,415 TO 433,RED HOOK,LN,3,154,7501,A,0,,,117 LIVINGSTON ST
3002510011,11201,12,REMSEN,ST,3,251,11,A,0,,,
3002510023,11201,32,REMSEN,ST,3,251,23,A,0,,,
3002470013,11201,33,REMSEN,ST,3,247,13,A,0,,GARDEN COMPLEX,
3002510024,11201,34,REMSEN,ST,3,251,24,A,0,,,
3002510029,11201,46,REMSEN,ST,3,251,29,A,0,,,
3002470005,11201,49,REMSEN,ST,3,247,5,A,0,,,
3002470004,11201,51,REMSEN,ST,3,247,4,A,0,,,
3002530068,11201,90,REMSEN,ST,3,253,68,A,0,,,
3002480001,11201,93,REMSEN,ST,3,248,1,A,0,,,
3002540062,11201,100,REMSEN,ST,3,254,62,A,1,,NON-EVICT COOP/CONDO,
3002540066,11201,110,REMSEN,ST,3,254,66,A,0,,,
3002540073,11201,124,REMSEN,ST,3,254,73,A,0,,,
3002540075,11201,128,REMSEN,ST,3,254,75,A,0,,,
3002540081,11201,142 TO 150,REMSEN,ST,3,254,81,A,0,,,
3002500019,11201,151,REMSEN,ST,3,250,19,A,0,,,
3002500016,11201,153,REMSEN,ST,3,250,16,A,0,,,
3000870009,11201,84 TO 92,SANDS,ST,3,87,9,A,0,,,160 JAY ST
3002680015,11201,11,SCHERMERHORN,ST,3,268,15,A,1,,NON-EVICT COOP/CONDO,
3002700034,11201,14,SCHERMERHORN,ST,3,270,34,A,0,,,
3002680010,11201,23,SCHERMERHORN,ST,3,268,10,A,0,,,
3002680004,11201,35,SCHERMERHORN,ST,3,268,4,A,0,,,
3002690016,11201,61 TO 65,SCHERMERHORN,ST,3,269,16,A,0,421-A (1-15),421-A (1-15),
3002710041,11201,82,SCHERMERHORN,ST,3,271,41,A,0,,,
3001700015,11201,160,SCHERMERHORN,ST,3,170,15,A,0,,ARTICLE 11,
3001640041,11201,193,SCHERMERHORN,ST,3,164,41,A,0,,,
3001710001,11201,194 TO 230,SCHERMERHORN,ST,3,171,1,A,0,421-A (1-15),421-A (1-15),
3002630044,11201,18,SIDNEY,PL,3,263,44,A,0,,GARDEN COMPLEX,
3002630045,11201,20,SIDNEY,PL,3,263,45,A,0,,,
3002630056,11201,40,SIDNEY,PL,3,263,56,A,0,,,
3002630057,11201,42,SIDNEY,PL,3,263,57,A,0,,,
3001820057,11201,103 TO 105,SMITH,ST,3,182,57,A,0,,,
3001870020,11201,110,SMITH,ST,3,187,20,A,0,,,
3001870024,11201,116,SMITH,ST,3,187,24,B,0,,,
3003840042,11201,150,SMITH,ST,3,384,42,A,0,,,
3003840043,11201,152,SMITH,ST,3,384,43,A,0,,,
3003840047,11201,160,SMITH,ST,3,384,47,A,0,,,
3004030002,11201,221,SMITH,ST,3,403,2,A,0,,,
3002740034,11201,84,STATE,ST,3,274,34,A,0,,,
3002740035,11201,90,STATE,ST,3,274,35,A,0,,,
3002740040,11201,98,STATE,ST,3,274,40,A,0,,,
3002630004,11201,101,STATE,ST,3,263,4,A,0,,,
3002750038,11201,134,STATE,ST,3,275,38,A,0,,,
3002760029,11201,168,STATE,ST,3,276,29,A,0,,,
3002760030,11201,170,STATE,ST,3,276,30,A,0,,,
3002760035,11201,182,STATE,ST,3,276,35,A,0,,,
3002760037,11201,186,STATE,ST,3,276,37,A,0,,,
3002760038,11201,188,STATE,ST,3,276,38,A,0,,,
3002710015,11201,193,STATE,ST,3,271,15,A,0,,,
3003020001,11201,189,WARREN,ST,3,302,1,A,0,,,
3003070017,11201,238,WARREN,ST,3,307,17,A,0,,,
3003900001,11201,245,WARREN,ST,3,390,1,A,0,,,
3003960010,11201,276,WARREN,ST,3,396,10,A,0,,,
3003960013,11201,280,WARREN,ST,3,396,13,B,0,,,
3003960016,11201,286,WARREN,ST,3,396,16,A,0,,,
3003910065,11201,325,WARREN,ST,3,391,65,A,0,,,
3003910064,11201,327,WARREN,ST,3,391,64,A,0,,,
3003910063,11201,329,WARREN,ST,3,391,63,A,0,,,
3000280005,11201,21 TO 29,WASHINGTON,ST,3,28,5,A,0,421-A (1-15),421-A (1-15),
3000510001,11201,81,WASHINGTON,ST,3,51,1,A,0,J-51,J-51,
3000367504,11201,60,WATER,ST,3,36,7504,A,0,421-A (1-15),421-A (1-15),
3000430024,11201,312,WATER,ST,3,43,24,A,0,,,
3001457502,11201,100 TO 106,WILLOUGHBY,ST,3,145,7502,A,0,421-A (1-15),421-A (1-15),206214 DUFFIELD ST
3020610080,11201,175,WILLOUGHBY,ST,3,2061,80,A,1,,NON-EVICT COOP/CONDO,
3020610060,11201,191,WILLOUGHBY,ST,3,2061,60,A,1,,NON-EVICT COOP/CONDO,
3020857502,11201,196,WILLOUGHBY,ST,3,2085,7502,A,0,421-A (1-15),421-A (1-15),
